"Species_name","toughness_young","thickness_young","SLA_young","LDMC_young","toughness_old","thickness_old","SLA_old","LDMC_old","Genus"
"Anacardiaceae_sp",2.48575,0.1246625,30.0726842,307.9500673,2.48575,0.1246625,30.0726842,307.9500673,"Anacardiaceae"
"Annona_papilionella",2.362222222,0.1455,35.33229895,251.1890147,2.362222222,0.1455,35.33229895,251.1890147,"Annona"
"Morph112",1.57,0.283,27.22933294,150.9273183,1.57,0.283,27.22933294,150.9273183,"Morph112"
"Couepia_subcordata",3.98,0.462625,15.5460617,240.5035974,3.98,0.462625,15.5460617,240.5035974,"Couepia"
"Sorocea_sarcocarpa",NA,NA,NA,NA,1.983888889,0.128,26.93180729,333.1243303,"Sorocea"
"Morph121",1.736944444,0.113125,46.63276707,217.1871975,1.736944444,0.113125,46.63276707,217.1871975,"Morph121"
"Bunchosia_argentea",3.055,0.170833333,33.53109391,183.8540779,3.055,0.170833333,33.53109391,183.8540779,"Bunchosia"
"Allophylus_dodsonii",2.27,0.088,33.78851086,360.1604947,2.27,0.088,33.78851086,360.1604947,"Allophylus"
"Morph144",1.348240741,0.106180556,46.58707073,246.9364563,1.348240741,0.106180556,46.58707073,246.9364563,"Morph144"
"Morph153",2.386944444,0.135416667,21.16060086,337.3778391,2.386944444,0.135416667,21.16060086,337.3778391,"Morph153"
"Morph149",3.013888889,0.133833333,33.00199329,267.0240981,3.013888889,0.133833333,33.00199329,267.0240981,"Morph149"
"Otoba_novogranatensis",3.082222222,0.200222222,17.3587401666667,256.958914766667,3.29562499966667,0.226166666333333,16.9485045766667,235.774367733333,"Otoba"
"Otoba_sp2",2.521296296,0.164622222,28.29245062,211.8308826,2.521296296,0.164622222,28.29245062,211.8308826,"Otoba"
"Pajaro_sp2",0.977916667,0.138354167,48.96818193,227.3294085,0.977916667,0.138354167,48.96818193,227.3294085,"Pajaro"
"Pajaro",1.649444444,0.108833333,31.35042097,327.0415799,1.614722222,0.1057916665,33.30429968,331.71860095,"Pajaro"
"Palicourea_palenquensis",NA,NA,NA,NA,2.820666667,0.142375,20.83190513,178.7365111,"Palicourea"
"Perebea_xanthochyma",2.520574074,0.1542368055,23.828695725,318.20788635,1.89511419766667,0.142890046,27.58605097,315.471893466667,"Perebea"
"Faramea_langlassei",3.236711111,0.124923333,23.1997108,339.7543945,2.821522222,0.1350144445,24.14988283,307.94811905,"Faramea"
"Psychotria",2.83,0.173375,24.31668695,205.3864375,2.83,0.173375,24.31668695,205.3864375,"Psychotria"
"Pourouma_bicolor",2.1665,0.17654375,34.803689165,275.54461975,1.956574074,0.147393055666667,31.07653728,260.624850533333,"Pourouma"
"Pourouma_minor",2.1665,0.17654375,34.803689165,275.54461975,1.968333333,0.14925,33.9850998,269.0145515,"Pourouma"
"Prestoea_ensiformis",5.786111111,0.120016667,29.28915998,268.3123935,5.378888889,0.1136958335,30.204984745,265.77404625,"Prestoea"
"Pseudolmedia_rigida",2.9612055555,0.15571402775,31.2181718725,291.5379259,2.920163889,0.15600152775,29.239229395,296.65718695,"Pseudolmedia"
"Socratea_sp",4.789444444,0.13275,21.52558758,271.286384,4.789444444,0.13275,21.52558758,271.286384,"Socratea"
"Swartzia_haughtii",1.932962963,0.106722222,39.13894103,332.4460006,1.777932099,0.121782407333333,42.17180929,340.705852266667,"Swartzia"
"Symphonia_globulifera",4.2274444445,0.2502,18.544849595,283.49644515,4.377666667,0.2614,21.57253457,211.8270997,"Symphonia"
"Theobroma_cacao",1.981066667,0.110119167,36.7028546,327.26320975,1.96675,0.102725,37.433797965,317.24907275,"Theobroma"
"Vochysia_macrophylla",4.19,0.171583333,20.15854137,230.2793657,3.7572,0.1751416665,26.693938175,226.01094195,"Vochysia"
"Virola_sp1",2.3083425925,0.13941527775,31.3895315225,227.7181637,2.3549511575,0.14087697925,29.830165175,227.891745425,"Virola"
"Virola_sp2",2.923271605,0.199869753333333,25.6251322433333,187.976141833333,2.8183333335,0.192803704,22.743653295,228.9467586,"Virola"
"Vismia_sp",2.783333333,0.1519,23.27018242,296.3616266,NA,NA,NA,NA,"Vismia"
"Wettinia_quinaria",4.95374732925,0.17181664,24.220180725,254.1797048,4.947951389,0.15697309025,26.13868482,248.67378755,"Wettinia"
"Miconia_cooperi",1.4633055555,0.162475462833333,27.5626415594444,249.935510916667,1.230277778,0.1834916665,29.22541501,300.7949864,"Miconia"
"Melas_separated_nerve",1.4362,0.27825,30.85069043,190.4136187,1.4362,0.27825,30.85069043,190.4136187,"Melas"
"Morph013",NA,NA,NA,NA,2.423888889,NA,27.6307453,NA,"Morph013"
"Cecropia_sp1",1.19,0.068666667,47.21002305,205.9962777,1.19,0.068666667,47.21002305,205.9962777,"Cecropia"
"Banara_sp1",1.867407407,0.144915278,33.31944527,251.1535902,1.396666667,0.127,32.50624658,182.2953114,"Banara"
"Inga_sp6",2.367103896,0.132976299,29.69779489,334.9281944,2.367103896,0.132976299,29.69779489,334.9281944,"Inga"
