"Plot_ID","taxon","animal_species","plant_species","type","unit","RegTime","Treatment2","method","Treatment3"
"OG28","Lepidoptera","Agylla_cf_zucarina_853","Sapotaceae_sp_JSA315_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG50","Lepidoptera","Agylla_cf_zucarina_853","Stellaria_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG43","Lepidoptera","Agylla_cf_zucarina_853","Tapirira_guianensis","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG28","Lepidoptera","Agylla_cf_zucarina_853","Trichilia_pallida","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG50","Lepidoptera","Agylla_nr_argentifera_1154","Caryophyllaceae_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"CR18","Lepidoptera","Agylla_nr_argentifera_1154","Cecropia_insignis","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"PR31","Lepidoptera","Agylla_nr_argentifera_1154","Cecropia_insignis","pollen_transport","pollen",16,"pasture regeneration late","Canopy","regeneration late"
"CA59","Lepidoptera","Agylla_nr_argentifera_1154","Cestrum_schlechtendalii","pollen_transport","pollen",0,"active cacao","Understory","regeneration early"
"CA61","Lepidoptera","Agylla_nr_argentifera_1154","Cestrum_schlechtendalii","pollen_transport","pollen",0,"active cacao","Understory","regeneration early"
"CA61","Lepidoptera","Agylla_nr_argentifera_1154","Guarea_cartaguenya","pollen_transport","pollen",0,"active cacao","Understory","regeneration early"
"OG41","Lepidoptera","Agylla_nr_argentifera_1154","Guarea_cartaguenya","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR26","Lepidoptera","Agylla_nr_argentifera_1154","Guarea_cartaguenya","pollen_transport","pollen",28,"pasture regeneration late","Canopy","regeneration late"
"OG40","Lepidoptera","Agylla_nr_argentifera_1154","Guarea_kunthiana","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR26","Lepidoptera","Agylla_nr_argentifera_1154","Guarea_kunthiana","pollen_transport","pollen",28,"pasture regeneration late","Canopy","regeneration late"
"CA61","Lepidoptera","Agylla_nr_argentifera_1154","Guarea_spc","pollen_transport","pollen",0,"active cacao","Understory","regeneration early"
"PR26","Lepidoptera","Agylla_nr_argentifera_1154","Guarea_spc","pollen_transport","pollen",28,"pasture regeneration late","Canopy","regeneration late"
"PA53","Lepidoptera","Agylla_nr_argentifera_1154","Guettarda_crispiflora","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"OG40","Lepidoptera","Agylla_nr_argentifera_1154","Gurania_acuminata","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"CR18","Lepidoptera","Agylla_nr_argentifera_1154","Hieronyma_alchorneoides","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"CA59","Lepidoptera","Agylla_nr_argentifera_1154","Marcgravia_umbellata","pollen_transport","pollen",0,"active cacao","Understory","regeneration early"
"OG49","Lepidoptera","Agylla_nr_argentifera_1154","Marcgravia_umbellata","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"OG50","Lepidoptera","Agylla_nr_argentifera_1154","Marcgravia_umbellata","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PA58","Lepidoptera","Agylla_nr_argentifera_1154","Marcgravia_umbellata","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"CR18","Lepidoptera","Agylla_nr_argentifera_1154","Parkia_multijuga","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"PA53","Lepidoptera","Agylla_nr_argentifera_1154","Paullinia_clathrata","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"PR24","Lepidoptera","Agylla_nr_argentifera_1154","Pouteria_torta","pollen_transport","pollen",21,"pasture regeneration late","Canopy","regeneration late"
"OG39","Lepidoptera","Agylla_nr_argentifera_1154","Sloanea_spc","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"OG39","Lepidoptera","Agylla_nr_argentifera_1154","Solanum_lycopersicum","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"OG50","Lepidoptera","Agylla_nr_argentifera_1154","Souroubea_guianensis","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG50","Lepidoptera","Agylla_nr_argentifera_1154","Stellaria_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"CR06","Lepidoptera","Agylla_nr_nivea_347","Acalypha_diversifolia","pollen_transport","pollen",33,"cacao regeneration late","Canopy","regeneration late"
"OG41","Lepidoptera","Agylla_nr_nivea_347","Cecropia_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR33","Lepidoptera","Agylla_nr_nivea_347","Cecropia_spc","pollen_transport","pollen",1,"pasture regeneration early","Understory","regeneration early"
"CR14","Lepidoptera","Agylla_nr_nivea_347","Cestrum_schlechtendalii","pollen_transport","pollen",38,"cacao regeneration late","Understory","regeneration late"
"PR36","Lepidoptera","Agylla_nr_nivea_347","Cestrum_schlechtendalii","pollen_transport","pollen",9,"pasture regeneration early","Understory","regeneration early"
"PA53","Lepidoptera","Agylla_nr_nivea_347","Cestrum_spc","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"OG37","Lepidoptera","Agylla_nr_nivea_347","Citharexylum_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"CR10","Lepidoptera","Agylla_nr_nivea_347","Clusia_nemorosa","pollen_transport","pollen",24,"cacao regeneration late","Canopy","regeneration late"
"CR14","Lepidoptera","Agylla_nr_nivea_347","Clusia_nemorosa","pollen_transport","pollen",38,"cacao regeneration late","Canopy","regeneration late"
"OG45","Lepidoptera","Agylla_nr_nivea_347","Clusia_nemorosa","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"PR21","Lepidoptera","Agylla_nr_nivea_347","Clusia_nemorosa","pollen_transport","pollen",36,"pasture regeneration late","Canopy","regeneration late"
"PR36","Lepidoptera","Agylla_nr_nivea_347","Clusia_nemorosa","pollen_transport","pollen",9,"pasture regeneration early","Understory","regeneration early"
"OG41","Lepidoptera","Agylla_nr_nivea_347","Guarea_cartaguenya","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"PR24","Lepidoptera","Agylla_nr_nivea_347","Guarea_cartaguenya","pollen_transport","pollen",21,"pasture regeneration late","Canopy","regeneration late"
"CR04","Lepidoptera","Agylla_nr_nivea_347","Guarea_kunthiana","pollen_transport","pollen",21,"cacao regeneration late","Understory","regeneration late"
"OG43","Lepidoptera","Agylla_nr_nivea_347","Guarea_kunthiana","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG41","Lepidoptera","Agylla_nr_nivea_347","Guarea_spc","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"OG41","Lepidoptera","Agylla_nr_nivea_347","Magnoliopsida_spc","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"CR10","Lepidoptera","Agylla_nr_nivea_347","Marcgravia_umbellata","pollen_transport","pollen",24,"cacao regeneration late","Canopy","regeneration late"
"PR26","Lepidoptera","Agylla_nr_nivea_347","Pouteria_lucumifolia","pollen_transport","pollen",28,"pasture regeneration late","Canopy","regeneration late"
"CR06","Lepidoptera","Agylla_nr_nivea_347","Pouteria_torta","pollen_transport","pollen",33,"cacao regeneration late","Canopy","regeneration late"
"OG38","Lepidoptera","Agylla_nr_nivea_347","Pouteria_torta","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"PR33","Lepidoptera","Agylla_nr_nivea_347","Pouteria_torta","pollen_transport","pollen",1,"pasture regeneration early","Understory","regeneration early"
"CR04","Lepidoptera","Agylla_nr_nivea_347","Sloanea_spc","pollen_transport","pollen",21,"cacao regeneration late","Understory","regeneration late"
"CR10","Lepidoptera","Agylla_nr_nivea_347","Stellaria_media","pollen_transport","pollen",24,"cacao regeneration late","Canopy","regeneration late"
"OG43","Lepidoptera","Agylla_nr_nivea_347","Tapirira_guianensis","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG43","Lepidoptera","Agylla_nr_nivea_347","Trichilia_pallida","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"CR14","Lepidoptera","Agylla_sp_1185","Cecropia_insignis","pollen_transport","pollen",38,"cacao regeneration late","Understory","regeneration late"
"CR18","Lepidoptera","Agylla_sp_1185","Cecropia_insignis","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"OG51","Lepidoptera","Agylla_sp_1185","Cecropia_insignis","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"CR14","Lepidoptera","Agylla_sp_1185","Cestrum_schlechtendalii","pollen_transport","pollen",38,"cacao regeneration late","Canopy","regeneration late"
"CR14","Lepidoptera","Agylla_sp_1185","Clusia_nemorosa","pollen_transport","pollen",38,"cacao regeneration late","Canopy","regeneration late"
"OG42","Lepidoptera","Agylla_sp_1185","Clusia_nemorosa","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR20","Lepidoptera","Agylla_sp_1185","Clusia_nemorosa","pollen_transport","pollen",4,"pasture regeneration early","Understory","regeneration early"
"OG38","Lepidoptera","Agylla_sp_1185","Guarea_cartaguenya","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"CR18","Lepidoptera","Agylla_sp_1185","Hieronyma_alchorneoides","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"CR18","Lepidoptera","Agylla_sp_1185","Parkia_multijuga","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"CR18","Lepidoptera","Agylla_sp_1185","Pouteria_caimito","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"CR04","Lepidoptera","Agylla_sp_1185","Pouteria_torta","pollen_transport","pollen",21,"cacao regeneration late","Canopy","regeneration late"
"CR06","Lepidoptera","Agylla_sp_1185","Pouteria_torta","pollen_transport","pollen",33,"cacao regeneration late","Understory","regeneration late"
"PR24","Lepidoptera","Agylla_sp_854","Cecropia_insignis","pollen_transport","pollen",21,"pasture regeneration late","Canopy","regeneration late"
"PR31","Lepidoptera","Agylla_sp_854","Cecropia_insignis","pollen_transport","pollen",16,"pasture regeneration late","Canopy","regeneration late"
"OG43","Lepidoptera","Agylla_sp_854","Chrysophyllum_eximium","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG51","Lepidoptera","Agylla_sp_854","Guarea_gentryi","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR24","Lepidoptera","Agylla_sp_854","Guarea_macrophylla","pollen_transport","pollen",21,"pasture regeneration late","Canopy","regeneration late"
"CR04","Lepidoptera","Agylla_sp_854","Heliotropiaceae_spc","pollen_transport","pollen",21,"cacao regeneration late","Canopy","regeneration late"
"PA53","Lepidoptera","Agylla_sp_854","Heliotropiaceae_spc","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"PR24","Lepidoptera","Agylla_sp_854","Heliotropiaceae_spc","pollen_transport","pollen",21,"pasture regeneration late","Canopy","regeneration late"
"CR18","Lepidoptera","Agylla_sp_854","Hieronyma_alchorneoides","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"CA59","Lepidoptera","Agylla_sp_854","Marcgravia_umbellata","pollen_transport","pollen",0,"active cacao","Understory","regeneration early"
"PR31","Lepidoptera","Agylla_sp_854","Marcgravia_umbellata","pollen_transport","pollen",16,"pasture regeneration late","Canopy","regeneration late"
"CR18","Lepidoptera","Agylla_sp_854","Parkia_multijuga","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"OG40","Lepidoptera","Agylla_sp_854","Parkia_multijuga","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR24","Lepidoptera","Agylla_sp_854","Pouteria_caimito","pollen_transport","pollen",21,"pasture regeneration late","Canopy","regeneration late"
"PR26","Lepidoptera","Agylla_sp_854","Pouteria_lucumifolia","pollen_transport","pollen",28,"pasture regeneration late","Canopy","regeneration late"
"CR18","Lepidoptera","Agylla_sp_854","Ruagea_glabra","pollen_transport","pollen",10,"cacao regeneration early","Understory","regeneration early"
"PR24","Lepidoptera","Agylla_sp_854","Ruagea_glabra","pollen_transport","pollen",21,"pasture regeneration late","Canopy","regeneration late"
"CR18","Lepidoptera","Agylla_sp_854","Sapotaceae_sp_JSA315_spc","pollen_transport","pollen",10,"cacao regeneration early","Understory","regeneration early"
"CR10","Lepidoptera","Agylla_sp_855","Acalypha_diversifolia","pollen_transport","pollen",24,"cacao regeneration late","Canopy","regeneration late"
"CR10","Lepidoptera","Agylla_sp_855","Cecropia_insignis","pollen_transport","pollen",24,"cacao regeneration late","Canopy","regeneration late"
"PA53","Lepidoptera","Agylla_sp_855","Cecropia_spc","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"CR14","Lepidoptera","Agylla_sp_855","Cestrum_schlechtendalii","pollen_transport","pollen",38,"cacao regeneration late","Canopy","regeneration late"
"CR10","Lepidoptera","Agylla_sp_855","Clusia_nemorosa","pollen_transport","pollen",24,"cacao regeneration late","Canopy","regeneration late"
"CR14","Lepidoptera","Agylla_sp_855","Clusia_nemorosa","pollen_transport","pollen",38,"cacao regeneration late","Understory","regeneration late"
"PR20","Lepidoptera","Agylla_sp_855","Guarea_cartaguenya","pollen_transport","pollen",4,"pasture regeneration early","Understory","regeneration early"
"PA53","Lepidoptera","Agylla_sp_855","Heliotropiaceae_spc","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"PR20","Lepidoptera","Agylla_sp_855","Heliotropiaceae_spc","pollen_transport","pollen",4,"pasture regeneration early","Understory","regeneration early"
"PR25","Lepidoptera","Agylla_sp_855","Heliotropiaceae_spc","pollen_transport","pollen",6,"pasture regeneration early","Understory","regeneration early"
"CR10","Lepidoptera","Agylla_sp_855","Marcgravia_umbellata","pollen_transport","pollen",24,"cacao regeneration late","Canopy","regeneration late"
"PA53","Lepidoptera","Agylla_sp_855","Parkia_multijuga","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"CR14","Lepidoptera","Agylla_sp_855","Ruagea_glabra","pollen_transport","pollen",38,"cacao regeneration late","Understory","regeneration late"
"OG39","Lepidoptera","Agylla_sp_855","Sapotaceae_sp_JSA315_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG39","Lepidoptera","Agylla_sp_855","Sapotaceae_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG41","Lepidoptera","Agylla_sp_858","Citharexylum_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG41","Lepidoptera","Agylla_sp_858","Guarea_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG39","Lepidoptera","Agylla_sp_858","Heliotropiaceae_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR19","Lepidoptera","Agylla_sp_858","Magnoliopsida_spc","pollen_transport","pollen",6,"pasture regeneration early","Understory","regeneration early"
"OG52","Lepidoptera","Agylla_sp_859","Bidens_pilosa","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR33","Lepidoptera","Agylla_sp_859","Bidens_pilosa","pollen_transport","pollen",1,"pasture regeneration early","Understory","regeneration early"
"PA53","Lepidoptera","Agylla_sp_859","Cecropia_spc","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"OG52","Lepidoptera","Agylla_sp_859","Cestrum_schlechtendalii","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PA53","Lepidoptera","Agylla_sp_859","Guarea_spc","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"OG37","Lepidoptera","Agylla_sp_859","Heliotropiaceae_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG37","Lepidoptera","Agylla_sp_859","Magnoliopsida_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PA53","Lepidoptera","Agylla_sp_859","Meliaceae_spc","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"OG52","Lepidoptera","Agylla_sp_859","Parkia_multijuga","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR33","Lepidoptera","Agylla_sp_859","Parkia_multijuga","pollen_transport","pollen",1,"pasture regeneration early","Understory","regeneration early"
"PR33","Lepidoptera","Agylla_sp_859","Pouteria_torta","pollen_transport","pollen",1,"pasture regeneration early","Understory","regeneration early"
"PA53","Lepidoptera","Agylla_sp_859","Ruagea_glabra","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"PA58","Lepidoptera","Agylla_sp_860","Heisteria_concinna","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"PR25","Lepidoptera","Agylla_sp_860","Vernonanthura_patens","pollen_transport","pollen",6,"pasture regeneration early","Understory","regeneration early"
"OG40","Lepidoptera","Agylla_zucarina_gr_856","Bidens_pilosa","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"OG37","Lepidoptera","Agylla_zucarina_gr_856","Cestrum_schlechtendalii","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG45","Lepidoptera","Agylla_zucarina_gr_856","Clusia_nemorosa","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"OG40","Lepidoptera","Agylla_zucarina_gr_856","Guarea_cartaguenya","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"CA61","Lepidoptera","Agylla_zucarina_gr_856","Guarea_kunthiana","pollen_transport","pollen",0,"active cacao","Understory","regeneration early"
"OG42","Lepidoptera","Agylla_zucarina_gr_856","Guarea_macrophylla","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG40","Lepidoptera","Agylla_zucarina_gr_856","Guarea_spc","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"OG37","Lepidoptera","Agylla_zucarina_gr_856","Heliotropiaceae_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG39","Lepidoptera","Agylla_zucarina_gr_856","Heliotropiaceae_spc","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"PR33","Lepidoptera","Agylla_zucarina_gr_856","Heliotropiaceae_spc","pollen_transport","pollen",1,"pasture regeneration early","Understory","regeneration early"
"CR18","Lepidoptera","Agylla_zucarina_gr_856","Hieronyma_alchorneoides","pollen_transport","pollen",10,"cacao regeneration early","Canopy","regeneration early"
"OG37","Lepidoptera","Agylla_zucarina_gr_856","Magnoliopsida_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG37","Lepidoptera","Agylla_zucarina_gr_856","Marcgravia_umbellata","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG42","Lepidoptera","Agylla_zucarina_gr_856","Pouteria_caimito","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR33","Lepidoptera","Agylla_zucarina_gr_856","Pouteria_torta","pollen_transport","pollen",1,"pasture regeneration early","Understory","regeneration early"
"OG37","Lepidoptera","Agylla_zucarina_gr_856","Souroubea_guianensis","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"PR33","Lepidoptera","Agylla_zucarina_gr_856","Trichilia_pallida","pollen_transport","pollen",1,"pasture regeneration early","Understory","regeneration early"
"OG28","Lepidoptera","Amaxia_cf_lepida_913","Cecropia_insignis","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG49","Lepidoptera","Amaxia_pandama_912","Caryophyllaceae_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"CA60","Lepidoptera","Amaxia_pandama_912","Cecropia_insignis","pollen_transport","pollen",0,"active cacao","Understory","regeneration early"
"OG43","Lepidoptera","Amaxia_pandama_912","Cecropia_insignis","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"CA60","Lepidoptera","Amaxia_pandama_912","Chelonanthus_acutangulus","pollen_transport","pollen",0,"active cacao","Understory","regeneration early"
"CR02","Lepidoptera","Amaxia_pandama_912","Guarea_kunthiana","pollen_transport","pollen",8,"cacao regeneration early","Understory","regeneration early"
"OG43","Lepidoptera","Amaxia_pandama_912","Meliaceae_spc","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"PA55","Lepidoptera","Amaxia_pandama_912","Meliaceae_spc","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"PR26","Lepidoptera","Amaxia_pandama_912","Parkia_multijuga","pollen_transport","pollen",28,"pasture regeneration late","Understory","regeneration late"
"OG28","Lepidoptera","Amaxia_pandama_912","Parkia_multijuga","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"CR02","Lepidoptera","Amaxia_pandama_912","Pouteria_caimito","pollen_transport","pollen",8,"cacao regeneration early","Understory","regeneration early"
"PA55","Lepidoptera","Amaxia_pandama_912","Pouteria_reticulata","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"CR14","Lepidoptera","Amaxia_pandama_912","Sorocea_jaramilloi","pollen_transport","pollen",38,"cacao regeneration late","Canopy","regeneration late"
"OG49","Lepidoptera","Amaxia_pandama_912","Stellaria_media","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG49","Lepidoptera","Amaxia_pandama_912","Stellaria_spc","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG43","Lepidoptera","Amaxia_pandama_912","Tapirira_guianensis","pollen_transport","pollen",55,"old-growth forest","Canopy","old-growth forest"
"OG43","Lepidoptera","Amaxia_pandama_912","Trichilia_pallida","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"PA55","Lepidoptera","Amaxia_pandama_912","Trichilia_pallida","pollen_transport","pollen",0,"active pasture","Understory","regeneration early"
"PR26","Lepidoptera","Amaxia_pandama_912","Vismia_baccifera","pollen_transport","pollen",28,"pasture regeneration late","Understory","regeneration late"
"OG39","Lepidoptera","Amaxia_pardalis_1285","Clusia_nemorosa","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"PR25","Lepidoptera","Amphelarctia_priscilla_gr_1181","Magnoliopsida_spc","pollen_transport","pollen",6,"pasture regeneration early","Understory","regeneration early"
"PR25","Lepidoptera","Amphelarctia_priscilla_gr_1181","Pourouma_minor","pollen_transport","pollen",6,"pasture regeneration early","Understory","regeneration early"
"CR02","Lepidoptera","Amphelarctia_priscilla_gr_1181","Pouteria_torta","pollen_transport","pollen",8,"cacao regeneration early","Understory","regeneration early"
"OG51","Lepidoptera","Antona_sp_852","Cecropia_garciae","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"OG51","Lepidoptera","Antona_sp_852","Gustavia_hexapetala","pollen_transport","pollen",55,"old-growth forest","Understory","old-growth forest"
"CR10","Lepidoptera","Aptilosia_crocea_gr_866","Cecropia_insignis","pollen_transport","pollen",24,"cacao regeneration late","Understory","regeneration late"
